index actual predicted
117	2.0	0.5336265782579799
118	2.0	0.6753029180519701
119	2.0	1.1684875267020842
120	2.0	1.2750300365187646
121	2.0	1.2980272432115698
122	2.0	1.340726517788164
123	2.0	1.3777285074769803
124	2.0	1.4616170032090694
125	2.0	1.474027972936156
126	2.0	1.4802603266572234
127	2.0	1.482218249311153
128	2.0	1.5124590324344254
129	2.0	1.5290507833012619
130	2.0	1.5887358243258964
131	2.0	1.6174773681794945
132	2.0	1.6375936846035568
133	2.0	1.7279013032269441
134	2.0	1.7883207334462607
135	2.0	1.878637637241602
136	2.0	1.887226400669309
137	2.0	1.9023437980228886
138	2.0	1.9058717896173125
139	2.0	1.981503428646857
140	2.0	2.010786255980905
141	2.0	2.137780894495898
142	2.0	2.16592682883486
143	2.0	2.17814693002444
144	2.0	2.182761060089598
145	2.0	2.1915239857357354
146	2.0	2.195584479371299
147	2.0	2.218119551302868
148	2.0	2.220186797214776
149	2.0	2.2337820970876114
150	2.0	2.2445962114007303
151	2.0	2.2462804551639795
152	2.0	2.270661397816936
153	2.0	2.2898367076823383
154	2.0	2.344460841001924
155	2.0	2.3546881869320595
156	2.0	2.376479985235483
157	2.0	2.3932491261215527
158	2.0	2.4090660478767716
159	2.0	2.43391328209815
160	2.0	2.434230712032509
161	2.0	2.4482835651683175
162	2.0	2.4788036027337004
163	2.0	2.4903601363133254
164	2.0	2.4917697914722483
165	2.0	2.5159518153092995
166	2.0	2.550819598607439
167	2.0	2.5547419982085384
168	2.0	2.607107621012177
169	2.0	2.6430351347645757
170	2.0	2.6530134777699232
171	2.0	2.6713948293128236
172	2.0	2.677294855332927
173	2.0	2.698556232596677
174	2.0	2.7516666151437064
175	2.0	2.7578173349065893
176	2.0	2.838833956741167
177	2.0	2.843211140709865
178	2.0	2.851201728373016
179	2.0	2.861155210488966
180	2.0	2.8662296145848987
181	2.0	2.890050781644656
182	2.0	2.8984745069257523
183	2.0	2.8989703280885184
184	2.0	2.9225080386636924
185	2.0	2.933869396925923
186	2.0	2.9356831181881438
187	2.0	3.0026514651307155
188	2.0	3.007101518076785
189	2.0	3.010046879938555
190	2.0	3.042863581015418
191	2.0	3.1243562438637573
192	2.0	3.1459552725056437
193	2.0	3.268716489239105
194	2.0	3.2778180030006965
195	2.0	3.283905609895691
196	2.0	3.33841431417191
197	2.0	3.339346109876213
198	2.0	3.3776647882390396
199	2.0	3.455467452919596
200	2.0	3.465348388029947
201	2.0	3.477741946322065
202	2.0	3.4929032398220117
203	2.0	3.5557057053829313
204	2.0	3.598105529868806
205	2.0	3.6052518062902927
206	2.0	3.611966459609559
207	2.0	3.621746069941734
208	2.0	3.6565872662751273
209	2.0	3.739091248113891
210	2.0	3.7522267138094567
211	2.0	3.9498955764887143
